chamber,gas,estimate,p.value,date,average_temp_kelvin,ecosystem_name,ecosystem_block,rep,total_vol_m3,flux,units
SW 1-1,co2,35.860805132210466,4.003676526431665e-6,2023-07-18,304.65,SW,1,1,0.006385043,3.0433132809132375,umol_m2_s1
SW 1-2,co2,32.020245687153405,1.651948052164956e-5,2023-07-18,303.3,SW,1,2,0.007651811,3.270999406940326,umol_m2_s1
SW 1-3,co2,29.635298560395757,1.8650145873446588e-5,2023-07-18,303.4,SW,1,3,0.006955088,2.7508083956989213,umol_m2_s1
SW 1-4,co2,24.13724539621527,1.240554691241242e-5,2023-07-18,303.95,SW,1,4,0.01012201,3.254740001472905,umol_m2_s1
SW 2-1,co2,51.056784563294805,8.123711324648758e-5,2023-07-18,307.1,SW,2,1,0.007588473,5.108483778831963,umol_m2_s1
SW 2-2,co2,34.26709223607671,9.142219131782417e-5,2023-07-18,307.15,SW,2,2,0.007145104,3.2277453922949277,umol_m2_s1
SW 2-3,co2,36.982624295342696,2.7464931560316336e-4,2023-07-18,306.9,SW,2,3,0.007081765,3.455463657234351,umol_m2_s1
SW 2-4,co2,43.57931072984134,9.302614783309678e-4,2023-07-18,307.45,SW,2,4,0.008538549,4.9006525879208205,umol_m2_s1
UP 1-1,co2,46.734457813097634,5.832470183193801e-5,2023-07-18,285,UP,1,1,0.009171934,6.089999415709552,umol_m2_s1
UP 1-2,co2,38.01838772837012,1.246202289334579e-4,2023-07-18,285,UP,1,2,0.009551964,5.159474779719745,umol_m2_s1
UP 1-3,co2,45.46728255599583,5.7938880712756325e-5,2023-07-18,285,UP,1,3,0.007968503,5.147482281518244,umol_m2_s1
UP 1-4,co2,40.03826649470567,1.8648573145354087e-4,2023-07-18,285,UP,1,4,0.007905165,4.496818163212596,umol_m2_s1
UP 2-1,co2,35.407973305184726,2.2730700529638797e-4,2023-07-18,306.55,UP,2,1,0.00891858,4.171184907390045,umol_m2_s1
