date,ecosystem_name,ecosystem_block,rep,gas,n,slope,slope_se,p_value,r.squared,qc_flag,area_m2,slope_per_min,flux_per_s,flux_per_h
220902,SW,1,1,CH4_nmol,5,-4.644633284092729,1.8760351326230038,0.08960488937690661,0.6713928337137831,NON_SIG,0.05067074790974978,-4.644633284092729,-1.5277168371928436,-5499.780613894237
220902,SW,1,1,CO2_umol,5,14.831941341414433,0.434801148916718,5.538686970625501e-5,0.9974284889738769,OK,0.05067074790974978,14.831941341414433,4.878535102682836,17562.72636965821
220902,SW,1,1,N2O_nmol,5,-19.2569146748583,7.207161165480801,0.07556709376705784,0.7041164595487556,NON_SIG,0.05067074790974978,-19.2569146748583,-6.334001197021012,-22802.404309275644
220902,SW,1,2,CH4_nmol,5,-22.019248467186234,21.58769537139826,0.38281847500861893,0.25749577023098447,LOW_R2,0.05067074790974978,-22.019248467186234,-7.242590441071628,-26073.32558785786
220902,SW,1,2,CO2_umol,5,-4.613153690848447,10.041898257335136,0.6771971454074968,0.0657231749557099,LOW_R2,0.05067074790974978,-4.613153690848447,-1.5173625418834638,-5462.505150780469
220902,SW,1,2,N2O_nmol,5,-1.534393880490528,7.907442473127003,0.8585372750000513,0.012395482778677374,LOW_R2,0.05067074790974978,-1.534393880490528,-0.5046941755637308,-1816.8990320294306
220902,SW,1,3,CH4_nmol,5,25.253282230128725,19.188302040625164,0.27967480107076514,0.366026443271415,LOW_R2,0.05067074790974978,25.253282230128725,8.306331651517368,29902.793945462527
220902,SW,1,3,CO2_umol,5,18.724908561612725,4.234845041742981,0.021479439259894453,0.8669669806909531,OK,0.05067074790974978,18.724908561612725,6.159013281510358,22172.447813437288
220902,SW,1,3,N2O_nmol,5,10.373219499706892,3.937446345553238,0.078022831873568,0.6982077504716634,NON_SIG,0.05067074790974978,10.373219499706892,3.411968419525057,12283.086310290204
220902,SW,1,4,CH4_nmol,5,-9.919000044738953,25.444549302208866,0.7226917923447409,0.04821306522566686,LOW_R2,0.05067074790974978,-9.919000044738953,-3.262566159606785,-11745.238174584427
